idJugador,nombre,cantidadPartidas,rating
pashpash,bullet,20067,2783
pashpash,blitz,3832,2507
pashpash,rapid,285,2579
pashpash,classical,22,2240
pashpash,correspondence,0,1500
pashpash,chess960,249,2116
pashpash,kingOfTheHill,1062,2266
pashpash,threeCheck,761,2280
pashpash,antichess,1160,1875
pashpash,atomic,9180,2431
pashpash,horde,148,1970
pashpash,racingKings,40,1979
pashpash,crazyhouse,949,2108
pashpash,puzzle,1157,2644
afanoffun,ultraBullet,25090,2443
afanoffun,bullet,17486,3053
afanoffun,blitz,3448,2621
afanoffun,rapid,227,2792
afanoffun,classical,66,2427
afanoffun,correspondence,28,2407
afanoffun,chess960,751,2659
afanoffun,kingOfTheHill,1256,2579
afanoffun,threeCheck,478,2362
afanoffun,antichess,407,2351
afanoffun,atomic,364,2427
afanoffun,horde,122,2337
afanoffun,racingKings,20,1884
afanoffun,crazyhouse,160,2372
afanoffun,puzzle,155,3233
destiny_of_power,ultraBullet,1482,1899
destiny_of_power,bullet,3352,2785
destiny_of_power,blitz,1284,2524
destiny_of_power,rapid,206,2527
destiny_of_power,classical,87,2310
destiny_of_power,correspondence,83,2164
destiny_of_power,chess960,332,2350
destiny_of_power,kingOfTheHill,586,2275
destiny_of_power,threeCheck,370,2134
destiny_of_power,antichess,1296,2109
destiny_of_power,atomic,3140,2400
destiny_of_power,horde,198,2116
destiny_of_power,racingKings,412,2008
destiny_of_power,crazyhouse,237,2016
destiny_of_power,puzzle,1256,3584
sutcunuri,ultraBullet,1529,2044
sutcunuri,bullet,48952,2676
sutcunuri,blitz,12850,2514
sutcunuri,rapid,405,2590
sutcunuri,classical,1,1751
sutcunuri,correspondence,1,1337
sutcunuri,chess960,114,2285
sutcunuri,kingOfTheHill,624,2398
sutcunuri,threeCheck,308,2108
sutcunuri,antichess,230,1790
sutcunuri,atomic,14812,2398
sutcunuri,horde,252,2238
sutcunuri,racingKings,30,1970
sutcunuri,crazyhouse,315,2324
sutcunuri,puzzle,656,2404
logparol,ultraBullet,82,1440
logparol,bullet,142,1559
logparol,blitz,4,1520
logparol,rapid,9,1971
logparol,classical,0,1500
logparol,correspondence,0,1500
logparol,threeCheck,28,1747
logparol,antichess,10,1442
logparol,atomic,5820,2396
logparol,crazyhouse,1,1771
logparol,puzzle,44,1608
chrisrapid,ultraBullet,1107,1602
chrisrapid,bullet,2553,2204
chrisrapid,blitz,3144,2109
chrisrapid,rapid,394,2201
chrisrapid,classical,170,2159
chrisrapid,correspondence,57,2001
chrisrapid,chess960,437,1919
chrisrapid,kingOfTheHill,272,1876
chrisrapid,threeCheck,252,2002
chrisrapid,antichess,2570,2112
chrisrapid,atomic,24453,2394
chrisrapid,horde,4572,2429
chrisrapid,racingKings,266,1879
chrisrapid,crazyhouse,475,1930
chrisrapid,puzzle,3357,2594
neverofzero,bullet,0,1500
neverofzero,blitz,815,2211
neverofzero,rapid,1311,2261
neverofzero,classical,33,2313
neverofzero,correspondence,0,1500
neverofzero,chess960,29,1846
neverofzero,kingOfTheHill,9,2026
neverofzero,threeCheck,21,1961
neverofzero,antichess,68,1834
neverofzero,atomic,6088,2373
neverofzero,horde,35,1939
neverofzero,racingKings,24,1870
neverofzero,crazyhouse,23,2009
neverofzero,puzzle,76,2710
eudemian,bullet,0,1500
eudemian,blitz,538,2321
eudemian,rapid,0,1500
eudemian,classical,0,1500
eudemian,correspondence,0,1500
eudemian,atomic,36,1850
eudemian,horde,287,2752
shreyas_adimulam,ultraBullet,12207,2157
shreyas_adimulam,bullet,11214,2502
shreyas_adimulam,blitz,569,2158
shreyas_adimulam,rapid,171,2128
shreyas_adimulam,classical,93,2005
shreyas_adimulam,correspondence,7,1986
shreyas_adimulam,chess960,1251,2205
shreyas_adimulam,kingOfTheHill,1390,2254
shreyas_adimulam,threeCheck,1068,2096
shreyas_adimulam,antichess,1286,1926
shreyas_adimulam,atomic,1726,1976
shreyas_adimulam,horde,11321,2707
shreyas_adimulam,racingKings,183,1833
shreyas_adimulam,crazyhouse,1450,2104
shreyas_adimulam,puzzle,1922,2555
rayholt,ultraBullet,132,2002
rayholt,bullet,3928,2641
rayholt,blitz,7569,2511
rayholt,rapid,185,2546
rayholt,classical,82,2475
rayholt,correspondence,0,1500
rayholt,chess960,1550,2273
rayholt,kingOfTheHill,2147,2260
rayholt,threeCheck,2686,2388
rayholt,antichess,175,1690
rayholt,atomic,35,1689
rayholt,horde,10340,2678
rayholt,racingKings,491,2057
rayholt,crazyhouse,1940,2297
rayholt,puzzle,378,2408
boburjon007,ultraBullet,53029,2403
boburjon007,bullet,3170,2513
boburjon007,blitz,1385,2095
boburjon007,rapid,363,2090
boburjon007,classical,44,2029
boburjon007,correspondence,1,1619
boburjon007,chess960,173,2125
boburjon007,kingOfTheHill,609,2053
boburjon007,threeCheck,22,1757
boburjon007,antichess,217,1704
boburjon007,atomic,201,1697
boburjon007,horde,10128,2661
boburjon007,racingKings,56,1618
boburjon007,crazyhouse,40,1800
boburjon007,puzzle,740,2188
bijiy,ultraBullet,10908,2268
bijiy,bullet,2072,2730
bijiy,blitz,661,2448
bijiy,rapid,521,2660
bijiy,classical,75,2570
bijiy,correspondence,12,2604
bijiy,chess960,908,2478
bijiy,kingOfTheHill,2074,2409
bijiy,threeCheck,2109,2405
bijiy,antichess,1443,2076
bijiy,atomic,1052,2037
bijiy,horde,4720,2660
bijiy,racingKings,4445,2478
bijiy,crazyhouse,1251,2344
bijiy,puzzle,1563,2667
stubenfisch,ultraBullet,16915,2025
stubenfisch,bullet,58436,2646
stubenfisch,blitz,18804,2305
stubenfisch,rapid,251,2082
stubenfisch,classical,55,1990
stubenfisch,correspondence,30,1968
stubenfisch,chess960,699,2017
stubenfisch,kingOfTheHill,2573,2066
stubenfisch,threeCheck,74,1789
stubenfisch,antichess,41,1560
stubenfisch,atomic,44,1595
stubenfisch,horde,27469,2640
stubenfisch,racingKings,308,1874
stubenfisch,crazyhouse,28,1494
stubenfisch,puzzle,988,2255
pastorsimpa,ultraBullet,51,1615
pastorsimpa,bullet,12,1966
pastorsimpa,blitz,1,1324
pastorsimpa,rapid,0,1500
pastorsimpa,classical,0,1500
pastorsimpa,correspondence,0,1500
pastorsimpa,kingOfTheHill,7,2117
pastorsimpa,threeCheck,9,1774
pastorsimpa,horde,325,2632
pastorsimpa,racingKings,2,1543
pastorsimpa,crazyhouse,2,1464
pastorsimpa,puzzle,16,1918
horus_88,bullet,8443,2394
horus_88,blitz,6551,2151
horus_88,rapid,1,1531
horus_88,classical,0,1500
horus_88,correspondence,0,1500
horus_88,chess960,441,2001
horus_88,kingOfTheHill,4098,2103
horus_88,threeCheck,491,2005
horus_88,horde,14402,2621
horus_88,crazyhouse,829,2105
horus_88,puzzle,2922,2163
schachtrainer_76,bullet,6104,2200
schachtrainer_76,blitz,14454,2271
schachtrainer_76,rapid,161,2227
schachtrainer_76,classical,0,1500
schachtrainer_76,correspondence,0,1500
schachtrainer_76,chess960,2401,1742
schachtrainer_76,horde,17889,2604
schachtrainer_76,puzzle,152,2329
kiwicoach,ultraBullet,72,1668
kiwicoach,bullet,460,2191
kiwicoach,blitz,171,2074
kiwicoach,rapid,16,1994
kiwicoach,classical,0,1500
kiwicoach,correspondence,3,1671
kiwicoach,chess960,22,1795
kiwicoach,kingOfTheHill,22,1821
kiwicoach,threeCheck,1,1410
kiwicoach,antichess,61,2029
kiwicoach,atomic,3,1623
kiwicoach,horde,2511,2571
kiwicoach,racingKings,19,1682
kiwicoach,crazyhouse,29,2109
kiwicoach,puzzle,178,2083
neverenough,bullet,15077,3036
neverenough,blitz,7914,2805
neverenough,rapid,11,2516
neverenough,classical,0,1500
neverenough,correspondence,0,1500
neverenough,chess960,1820,2604
neverenough,kingOfTheHill,1399,2561
neverenough,threeCheck,1653,2480
neverenough,antichess,1682,2123
neverenough,atomic,1833,2279
neverenough,horde,537,2417
neverenough,crazyhouse,1856,2554
neverenough,puzzle,502,2684
littleplotkin,ultraBullet,3543,2325
littleplotkin,bullet,10418,3051
littleplotkin,blitz,7658,2717
littleplotkin,rapid,633,2608
littleplotkin,classical,91,2424
littleplotkin,correspondence,212,2351
littleplotkin,chess960,1194,2600
littleplotkin,kingOfTheHill,1490,2517
littleplotkin,threeCheck,1853,2519
littleplotkin,antichess,2043,2203
littleplotkin,atomic,1499,2232
littleplotkin,horde,555,2452
littleplotkin,racingKings,1100,2219
littleplotkin,crazyhouse,15360,2703
littleplotkin,puzzle,16733,2613
jianghaochen,ultraBullet,1318,2049
jianghaochen,bullet,9291,3007
jianghaochen,blitz,826,2679
jianghaochen,rapid,30,2637
jianghaochen,classical,9,2121
jianghaochen,correspondence,2,1689
jianghaochen,chess960,203,2392
jianghaochen,kingOfTheHill,1029,2506
jianghaochen,threeCheck,97,2338
jianghaochen,antichess,102,1761
jianghaochen,atomic,72,1618
jianghaochen,horde,105,1903
jianghaochen,racingKings,8,1503
jianghaochen,crazyhouse,122,2156
jianghaochen,puzzle,2967,2892
cheerychocolate,bullet,6640,3007
cheerychocolate,blitz,1100,2647
cheerychocolate,rapid,11,2753
cheerychocolate,classical,0,1500
cheerychocolate,correspondence,0,1500
cheerychocolate,chess960,585,2514
cheerychocolate,kingOfTheHill,1100,2462
cheerychocolate,threeCheck,899,2533
cheerychocolate,antichess,68,2168
cheerychocolate,atomic,314,2184
cheerychocolate,horde,266,2615
cheerychocolate,crazyhouse,442,2359
cheerychocolate,puzzle,116,2629
goldbart,ultraBullet,100,1913
goldbart,bullet,1788,2816
goldbart,blitz,3458,2701
goldbart,rapid,5,2495
goldbart,classical,0,1500
goldbart,correspondence,0,1500
goldbart,chess960,14989,2416
goldbart,kingOfTheHill,9281,2448
goldbart,threeCheck,2169,2358
goldbart,antichess,27,2330
goldbart,atomic,557,2032
goldbart,horde,21,1899
goldbart,racingKings,6,1796
goldbart,crazyhouse,4,2203
goldbart,puzzle,1791,2916
huangyudong,ultraBullet,65,1062
huangyudong,bullet,363,1630
huangyudong,blitz,518,1655
huangyudong,rapid,120,1705
huangyudong,classical,0,1500
huangyudong,correspondence,20,1764
huangyudong,chess960,60,1446
huangyudong,kingOfTheHill,115,1687
huangyudong,threeCheck,182,1662
huangyudong,antichess,924,1844
huangyudong,atomic,3712,1976
huangyudong,horde,74,1519
huangyudong,racingKings,7967,2423
huangyudong,crazyhouse,192,1516
huangyudong,puzzle,3176,2119
cybershredder,ultraBullet,3736,1860
cybershredder,bullet,33079,2558
cybershredder,blitz,10001,2431
cybershredder,rapid,521,2289
cybershredder,classical,127,2253
cybershredder,correspondence,120,2115
cybershredder,chess960,556,2101
cybershredder,kingOfTheHill,1995,2155
cybershredder,threeCheck,3351,2308
cybershredder,antichess,559,1784
cybershredder,atomic,962,1765
cybershredder,horde,2115,2224
cybershredder,racingKings,26780,2417
cybershredder,crazyhouse,872,2057
cybershredder,puzzle,3584,2573
seth_777,ultraBullet,3733,1810
seth_777,bullet,2513,2163
seth_777,blitz,2018,1936
seth_777,rapid,392,1911
seth_777,classical,239,1826
seth_777,correspondence,40,1654
seth_777,chess960,254,1591
seth_777,kingOfTheHill,777,1890
seth_777,threeCheck,1416,2032
seth_777,antichess,354,1525
seth_777,atomic,2694,2015
seth_777,horde,237,1618
seth_777,racingKings,9250,2398
seth_777,crazyhouse,190,1715
seth_777,puzzle,708,2150
denorus,ultraBullet,1468,1630
denorus,bullet,18492,2105
denorus,blitz,688,2337
denorus,rapid,91,2304
denorus,classical,20,1733
denorus,correspondence,8,1218
denorus,chess960,8,1630
denorus,kingOfTheHill,318,1826
denorus,threeCheck,777,1814
denorus,antichess,1090,1900
denorus,atomic,2249,1843
denorus,horde,32,1800
denorus,racingKings,19676,2381
denorus,crazyhouse,60,1670
denorus,puzzle,611,2520
r2300,ultraBullet,4073,1552
r2300,bullet,2244,2024
r2300,blitz,230,1678
r2300,rapid,38,1427
r2300,classical,4,1681
r2300,correspondence,1,1687
r2300,chess960,305,1717
r2300,kingOfTheHill,775,1845
r2300,threeCheck,569,1704
r2300,antichess,11689,2307
r2300,atomic,2298,1784
r2300,horde,1188,1934
r2300,racingKings,20353,2351
r2300,crazyhouse,417,1862
r2300,puzzle,438,3011
alucasm,ultraBullet,1890,1561
alucasm,bullet,2088,1948
alucasm,blitz,934,1790
alucasm,rapid,497,1670
alucasm,classical,91,1514
alucasm,correspondence,47,1781
alucasm,chess960,52,1516
alucasm,kingOfTheHill,138,1697
alucasm,threeCheck,250,1496
alucasm,antichess,206,1432
alucasm,atomic,364,1478
alucasm,horde,111,1638
alucasm,racingKings,7706,2316
alucasm,crazyhouse,108,1579
alucasm,puzzle,3236,2013
m-a01,ultraBullet,182,1620
m-a01,bullet,1414,2076
m-a01,blitz,1164,1930
m-a01,rapid,213,1914
m-a01,classical,35,1817
m-a01,correspondence,7,1882
m-a01,chess960,118,1520
m-a01,kingOfTheHill,201,1929
m-a01,threeCheck,77,1681
m-a01,antichess,485,1752
m-a01,atomic,1304,1751
m-a01,horde,67,1843
m-a01,racingKings,8079,2298
m-a01,crazyhouse,132,1545
m-a01,puzzle,1085,2318
ok_oleksandr,ultraBullet,70,1585
ok_oleksandr,bullet,211,1919
ok_oleksandr,blitz,98,1776
ok_oleksandr,rapid,15,1855
ok_oleksandr,classical,5,1806
ok_oleksandr,correspondence,13,1434
ok_oleksandr,chess960,28,1735
ok_oleksandr,kingOfTheHill,334,1913
ok_oleksandr,threeCheck,98,1735
ok_oleksandr,antichess,1835,2022
ok_oleksandr,atomic,187,1777
ok_oleksandr,horde,47,1787
ok_oleksandr,racingKings,1363,2297
ok_oleksandr,crazyhouse,40,1744
ok_oleksandr,puzzle,100,2364
chess23456789,ultraBullet,164,1710
chess23456789,bullet,703,2156
chess23456789,blitz,932,2017
chess23456789,rapid,173,2057
chess23456789,classical,8,1858
chess23456789,correspondence,0,1500
chess23456789,chess960,25,1813
chess23456789,kingOfTheHill,466,1927
chess23456789,threeCheck,181,1755
chess23456789,antichess,1671,1995
chess23456789,atomic,201,1539
chess23456789,horde,88,1939
chess23456789,racingKings,4879,2287
chess23456789,crazyhouse,42,1777
chess23456789,puzzle,885,2103
unholycrusade,ultraBullet,2161,2074
unholycrusade,bullet,3016,2818
unholycrusade,blitz,2674,2518
unholycrusade,rapid,130,2741
unholycrusade,classical,35,2494
unholycrusade,correspondence,14,2473
unholycrusade,chess960,129,2265
unholycrusade,kingOfTheHill,26,2216
unholycrusade,threeCheck,5680,2511
unholycrusade,antichess,9,1317
unholycrusade,atomic,141,2078
unholycrusade,horde,2,2001
unholycrusade,crazyhouse,5,1764
unholycrusade,puzzle,659,2657
superbamir,bullet,1830,2966
superbamir,blitz,702,2649
superbamir,rapid,0,1500
superbamir,classical,0,1500
superbamir,correspondence,0,1500
superbamir,chess960,429,2471
superbamir,kingOfTheHill,573,2364
superbamir,threeCheck,999,2465
superbamir,puzzle,167,2657
wwjcd,ultraBullet,8399,1929
wwjcd,bullet,12757,2703
wwjcd,blitz,1432,2676
wwjcd,rapid,55,2430
wwjcd,classical,24,2406
wwjcd,correspondence,0,1500
wwjcd,chess960,2609,2380
wwjcd,kingOfTheHill,2623,2358
wwjcd,threeCheck,11920,2461
wwjcd,antichess,399,1873
wwjcd,atomic,540,1983
wwjcd,horde,2878,2364
wwjcd,racingKings,678,2063
wwjcd,crazyhouse,1648,2480
wwjcd,puzzle,6427,2801
mirakel05,ultraBullet,10639,2416
mirakel05,bullet,16683,3019
mirakel05,blitz,1729,2747
mirakel05,rapid,172,2727
mirakel05,classical,8,2437
mirakel05,correspondence,0,1500
mirakel05,chess960,630,2658
mirakel05,kingOfTheHill,1006,2486
mirakel05,threeCheck,1355,2445
mirakel05,antichess,409,2107
mirakel05,atomic,8,1605
mirakel05,horde,73,2385
mirakel05,crazyhouse,710,2433
mirakel05,puzzle,733,2661
ionlysellyeast,ultraBullet,427,1541
ionlysellyeast,bullet,2006,2536
ionlysellyeast,blitz,1420,2312
ionlysellyeast,rapid,14,2022
ionlysellyeast,classical,0,1500
ionlysellyeast,correspondence,0,1500
ionlysellyeast,chess960,102,1936
ionlysellyeast,kingOfTheHill,324,2125
ionlysellyeast,threeCheck,6110,2419
ionlysellyeast,antichess,1,1433
ionlysellyeast,atomic,5,1476
ionlysellyeast,horde,10,1786
ionlysellyeast,crazyhouse,50,1906
ionlysellyeast,puzzle,88,2224
